gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
BAC0430	vmeB;Q2AAU3_VIBPH Inner membrane protein VmeB OS=Vibrio parahaemolyticus GN=vmeB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0510	vmeC;Q87TN0_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0039 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0511	vmeD;Q87TN1_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0038 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0512	vmeE;Q87R58_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0940 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0513	vmeF;Q87R57_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0941 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0517	vmeG;Q87QH3_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1176 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0518	vmeH;Q87QH2_VIBPA Putative periplasmic linker protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1177 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0519	"vmeI;Q87QH1_VIBPA Transporter	 AcrB/D/F family OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1178 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0520	vmeJ;Q87LY5_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP2473 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0521	vmeK;Q87LY6_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP2472 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0522	vmeP;Q87IY6_VIBPA Putative multidrug efflux system transmembrane protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0470 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0523	vmeQ;Q87IY5_VIBPA Putative multidrug efflux membrane fusion protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0471 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0524	vmeT;Q87HZ9_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0807 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0525	vmeU;Q87HZ8_VIBPA Putative periplasmic linker protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0808 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0526	"vmeV;Q87HZ7_VIBPA Transporter	 AcrB/D/F family OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0809 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0514	vmeY;Q87GX4_VIBPA Putative multidrug efflux membrane fusion protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA1191 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0515	vmeZ;Q87GX5_VIBPA Putative acriflavin resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA1190 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0431	vmrA;Q93HR7_VIBPH Na+-coupled multidrug efflux pump OS=Vibrio parahaemolyticus GN=vmrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0516	vpoC;Q87SJ8_VIBPA Outer membrane protein TolC OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0425 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0602	wtpA;WTPA_PYRFU Molybdate/tungstate-binding protein WtpA OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=wtpA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0603	wtpB;WTPB_PYRFU Molybdate/tungstate transport system permease protein WtpB OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=wtpB PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0604	wtpC;WTPC_PYRFU Molybdate/tungstate import ATP-binding protein WtpC OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=wtpC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0432	ybtP;Q9R7V3_YERPE Lipoprotein inner membrane ABC-transporter OS=Yersinia pestis GN=ybtP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0433	ybtQ;Q9Z375_YERPE Inner membrane ABC-transporter YbtQ OS=Yersinia pestis GN=ybtQ PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0434	ychH;YCHH_ECOLI Uncharacterized protein YchH OS=Escherichia coli (strain K12) GN=ychH PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0556	ycnJ;YCNJ_BACSU Copper transport protein YcnJ OS=Bacillus subtilis (strain 168) GN=ycnJ PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0557	ycnK;YCNK_BACSU HTH-type transcriptional repressor YcnK OS=Bacillus subtilis (strain 168) GN=ycnK PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0435	yddg/emrE;YDDG_SALT1 Methyl viologen resistance protein YddG OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=yddG PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0436	ydeI;YDEI_ECOLI Uncharacterized protein YdeI OS=Escherichia coli (strain K12) GN=ydeI PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0437	ydeO;YDEO_ECOLI HTH-type transcriptional regulator YdeO OS=Escherichia coli (strain K12) GN=ydeO PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0438	ydeP;YDEP_ECOLI Protein YdeP OS=Escherichia coli (strain K12) GN=ydeP PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0439	yfeA;YFEA_YERPE Periplasmic chelated iron-binding protein YfeA OS=Yersinia pestis GN=yfeA PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0440	yfeB;YFEB_YERPE Chelated iron transport system membrane protein YfeB OS=Yersinia pestis GN=yfeB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0441	yfeC;YFEC_YERPE Chelated iron transport system membrane protein YfeC OS=Yersinia pestis GN=yfeC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0442	yfeD;YFED_YERPE Chelated iron transport system membrane protein YfeD OS=Yersinia pestis GN=yfeD PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0443	yfmO;YFMO_BACSU Multidrug efflux protein YfmO OS=Bacillus subtilis (strain 168) GN=yfmO PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0444	yfmP;YFMP_BACSU HTH-type transcriptional regulator YfmP OS=Bacillus subtilis (strain 168) GN=yfmP PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0445	ygiW;YGIW_ECOLI Protein YgiW OS=Escherichia coli (strain K12) GN=ygiW PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0446	yhcN;YHCN_ECOLI Uncharacterized protein YhcN OS=Escherichia coli (strain K12) GN=yhcN PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0541	yieF;YIEF_ECOLI Uncharacterized protein YieF OS=Escherichia coli (strain K12) GN=yieF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0447	yjaA;YJAA_ECOLI Uncharacterized protein YjaA OS=Escherichia coli (strain K12) GN=yjaA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0448	ykkC;YKKC_BACSU Multidrug resistance protein YkkC OS=Bacillus subtilis (strain 168) GN=ykkC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0449	ykkD;YKKD_BACSU Multidrug resistance protein YkkD OS=Bacillus subtilis (strain 168) GN=ykkD PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0450	ymgB/ariR;ARIR_ECOLI Probable two-component-system connector protein AriR OS=Escherichia coli (strain K12) GN=ariR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0451	yodD;YODD_ECOLI Uncharacterized protein YodD OS=Escherichia coli (strain K12) GN=yodD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0452	yqjH;YQJH_ECOLI NADPH-dependent ferric-chelate reductase OS=Escherichia coli (strain K12) GN=yqjH PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0453	zevA;Y1249_HAEIN Uncharacterized protein HI_1249 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=HI_1249 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0454	zevB;Y1248_HAEIN Putative nickel/cobalt efflux system HI_1248 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=HI_1248 PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0455	ziaA;ATZN_SYNY3 Zinc-transporting ATPase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=ziaA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0456	ziaR;ZIAR_SYNY3 Transcriptional repressor SmtB homolog OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=ziaR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0457	zinT/yodA;ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0458	zipB;Q7WJT8_BORBR Putative membrane protein OS=Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) GN=BB2405 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0459	zitB/ybgR;ZITB_ECOLI Zinc transporter ZitB OS=Escherichia coli (strain K12) GN=zitB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0460	zneB/hmxB;Q1LCD7_RALME Membrane fusion protein (MFP-RND) heavy metal cation tricomponent efflux HmxB (CzcB-like) OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=zneB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0461	"zntA/yhhO;ATZN_ECOLI Lead	 cadmium	 zinc and mercury-transporting ATPase OS=Escherichia coli (strain K12) GN=zntA PE=1 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0462	zntR/yhdM;ZNTR_ECOLI HTH-type transcriptional regulator ZntR OS=Escherichia coli (strain K12) GN=zntR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0463	znuA/yebL;ZNUA_ECOLI High-affinity zinc uptake system protein ZnuA OS=Escherichia coli (strain K12) GN=znuA PE=1 SV=4	engineered systems	engineered systems	BactMet	biocide resistance
BAC0464	znuB/yebI;ZNUB_ECOLI High-affinity zinc uptake system membrane protein ZnuB OS=Escherichia coli (strain K12) GN=znuB PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0465	znuC/yebM;ZNUC_ECOLI Zinc import ATP-binding protein ZnuC OS=Escherichia coli (strain K12) GN=znuC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0466	zraP;ZRAP_SALTY Zinc resistance-associated protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=zraP PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0467	zraR/hydH;ZRAR_ECOLI Transcriptional regulatory protein ZraR OS=Escherichia coli (strain K12) GN=zraR PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0468	zraS/hydG;ZRAS_ECOLI Sensor protein ZraS OS=Escherichia coli (strain K12) GN=zraS PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0469	zupT/ygiE;ZUPT_ECOLI Zinc transporter ZupT OS=Escherichia coli (strain K12) GN=zupT PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0470	zur/yjbK;ZUR_ECOLI Zinc uptake regulation protein OS=Escherichia coli (strain K12) GN=zur PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0704	bcrA;I7B1B9_LISMN BcrA OS=Listeria monocytogenes GN=bcrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0708	chtS;	engineered systems	engineered systems	BactMet	biocide resistance
BAC0709	arrA;	engineered systems	engineered systems	BactMet	biocide resistance
BAC0710	arrB;	engineered systems	engineered systems	BactMet	biocide resistance
BAC0711	qrg; small multidrug resistance protein [Streptococcus oralis] Gn=qrg	engineered systems	engineered systems	BactMet	biocide resistance
BAC0713	copM;A0A0F6QDN6_9SYNC CopM OS=Synechocystis sp. PCC 6803 GN=pcopM PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0714	arsT;B7FB00_9MICO Thioredoxin reductase OS=Microbacterium sp. A33 GN=arsT PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0715	aioE;W1L7N4_RHIRD FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Agrobacterium radiobacter DSM 30147 GN=aioE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0716	copA;D4PBS1_9BURK Copper-binding protein A OS=Achromobacter sp. AO22 GN=copA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0717	copG;D4PBS3_9BURK CopG OS=Achromobacter sp. AO22 GN=copG PE=4 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0718	copB;D4PBS2_9BURK Copper-binding protein B OS=Achromobacter sp. AO22 GN=copB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0719	copR;D4PBS0_9BURK Two-component heavy metal response regulator OS=Achromobacter sp. AO22 GN=copR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0720	copS;D4PBR9_9BURK Sensor protein OS=Achromobacter sp. AO22 GN=copS PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0721	copC;Q9L912_9GAMM CopC OS=Aeromonas veronii bv. sobria GN=copC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0722	copB;Q9L913_9GAMM CopB OS=Aeromonas veronii bv. sobria GN=copB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0723	copA;Q9L914_9GAMM CopA OS=Aeromonas veronii bv. sobria GN=copA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0724	copZ;COPZ_BACSU Copper chaperone CopZ OS=Bacillus subtilis (strain 168) GN=copZ PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0725	copA;COPA_ECOLI Copper-exporting P-type ATPase A OS=Escherichia coli (strain K12) GN=copA PE=1 SV=4	engineered systems	engineered systems	BactMet	biocide resistance
BAC0729	copC;Q7WYG9_PSEPU CopC OS=Pseudomonas putida GN=copC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0730	copB;Q7WYH0_PSEPU CopB OS=Pseudomonas putida GN=copB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0731	copZ;COPZ_STAA8 Copper chaperone CopZ OS=Staphylococcus aureus (strain NCTC 8325) GN=copZ PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0732	copA;Q56795_XANCJ Uncharacterized protein OS=Xanthomonas campestris pv. juglandis PE=4 SV=1 GN=copA	engineered systems	engineered systems	BactMet	biocide resistance
BAC0733	pcoD;Q56798_XANCJ Uncharacterized protein OS=Xanthomonas campestris pv. juglandis GN=pcoD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0734	pcoB;Q56796_XANCJ Uncharacterized protein OS=Xanthomonas campestris pv. juglandis PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0735	pcoC;COPC_XANCJ Copper resistance protein C OS=Xanthomonas campestris pv. juglandis PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0736	cueR;CUER_BACSU HTH-type transcriptional regulator CueR OS=Bacillus subtilis (strain 168) GN=cueR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0738	copC;Q9KWM9_PSESX Uncharacterized protein OS=Pseudomonas syringae PE=4 SV=1 Gn=copC	engineered systems	engineered systems	BactMet	biocide resistance
BAC0739	copD;COPD_PSESF Copper resistance protein D OS=Pseudomonas syringae pv. actinidiae GN=copD PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0740	"tcrY;Q3MNJ7_ENTFC Copper transport repressor	 CopY/TcrY family OS=Enterococcus faecium GN=tcrY PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0741	tcrA;Q3MNJ6_ENTFC TcrA OS=Enterococcus faecium GN=tcrA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0742	tcrZ;Q3MNJ5_ENTFC TcrZ OS=Enterococcus faecium GN=tcrZ PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0743	copL;F4ZBX2_XANCI CopL OS=Xanthomonas citri subsp. citri GN=copL PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0744	Hypothetical transcriptional repressor OS=Xanthomonas citri subsp. citri PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0745	copM;F4ZBX5_XANCI CopM OS=Xanthomonas citri subsp. citri GN=copM PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0746	copG;F4ZBX7_XANCI CopG OS=Xanthomonas citri subsp. citri GN=copG PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0747	copF;F4ZBY1_XANCI CopF OS=Xanthomonas citri subsp. citri GN=copF PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0748	copD;F4ZBY0_XANCI CopD OS=Xanthomonas citri subsp. citri GN=copD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0749	copC;Q7X4G2_XANEU Uncharacterized protein OS=Xanthomonas euvesicatoria PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0750	Uncharacterized protein OS=Xanthomonas euvesicatoria PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0751	czcC;Q7X4G0_XANEU Uncharacterized protein OS=Xanthomonas euvesicatoria PE=4 SV=1 GN=czcC	engineered systems	engineered systems	BactMet	biocide resistance
BAC0752	copS;Q7X4F9_XANEU Sensor protein OS=Xanthomonas euvesicatoria PE=4 SV=1 Gn=copS	engineered systems	engineered systems	BactMet	biocide resistance
BAC0753	copR;Q7X4F8_XANEU Uncharacterized protein OS=Xanthomonas euvesicatoria PE=4 SV=1 GN=copR	engineered systems	engineered systems	BactMet	biocide resistance
BAC0754	sh-fabI;I2EC90_STAAU Enoyl-[acyl-carrier-protein] reductase [NADPH] OS=Staphylococcus aureus GN=fabI PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
